Nome do deputado,Tipo de gasto,Partido,Estado,Valor
MARIA DO ROSÁRIO,Lodging except for congressperson from Distrito Federal,PT,RS,156.0
LUIZ COUTO,Telecommunication,PT,PB,109.53
DELEY,Telecommunication,PTB,RJ,778.58
BENJAMIN MARANHÃO,Fuels and lubricants,SD,PB,240.09
ALICE PORTUGAL,Fuels and lubricants,PCdoB,BA,182.49
ALICE PORTUGAL,Fuels and lubricants,PCdoB,BA,66.38
POMPEO DE MATTOS,Fuels and lubricants,PDT,RS,150.14
POMPEO DE MATTOS,Fuels and lubricants,PDT,RS,150.08
LUIS CARLOS HEINZE,Lodging except for congressperson from Distrito Federal,PP,RS,179.0
LUIS CARLOS HEINZE,Congressperson meal,PP,RS,6.0
LUIS CARLOS HEINZE,Fuels and lubricants,PP,RS,198.0
LUIS CARLOS HEINZE,Fuels and lubricants,PP,RS,200.0
HENRIQUE FONTANA,Fuels and lubricants,PT,RS,100.0
HENRIQUE FONTANA,Lodging except for congressperson from Distrito Federal,PT,RS,79.0
HENRIQUE FONTANA,Congressperson meal,PT,RS,25.5
HENRIQUE FONTANA,Fuels and lubricants,PT,RS,118.62
HENRIQUE FONTANA,Taxi toll and parking,PT,RS,7.0
LAURA CARNEIRO,Fuels and lubricants,PMDB,RJ,205.7
RAIMUNDO GOMES DE MATOS,Fuels and lubricants,PSDB,CE,150.0
MARIA DO ROSÁRIO,Taxi toll and parking,PT,RS,10.7
MARINHA RAUPP,Fuels and lubricants,PMDB,RO,158.61
MARIA DO ROSÁRIO,Taxi toll and parking,PT,RS,10.7
CELSO MALDANER,Lodging except for congressperson from Distrito Federal,PMDB,SC,153.9
CELSO MALDANER,Lodging except for congressperson from Distrito Federal,PMDB,SC,153.9
RAIMUNDO GOMES DE MATOS,Telecommunication,PSDB,CE,300.33
HENRIQUE FONTANA,Fuels and lubricants,PT,RS,100.0
PEDRO CHAVES,Fuels and lubricants,PMDB,GO,100.0
CHICO LOPES,Fuels and lubricants,PCdoB,CE,193.48
DÉCIO LIMA,Congressperson meal,PT,SC,80.5
BENJAMIN MARANHÃO,Fuels and lubricants,SD,PB,240.09
RAIMUNDO GOMES DE MATOS,Telecommunication,PSDB,CE,140.07
RAIMUNDO GOMES DE MATOS,Telecommunication,PSDB,CE,131.59
CLEBER VERDE,Telecommunication,PRB,MA,175.76
REGINALDO LOPES,Fuels and lubricants,PT,MG,202.46
MARIA DO ROSÁRIO,Lodging except for congressperson from Distrito Federal,PT,RS,217.0
MARIA DO ROSÁRIO,Taxi toll and parking,PT,RS,10.7
DAMIÃO FELICIANO,Telecommunication,PDT,PB,678.82
MARIA DO ROSÁRIO,Fuels and lubricants,PT,RS,265.01
PEPE VARGAS,Fuels and lubricants,PT,RS,107.04
DELEY,Telecommunication,PTB,RJ,778.58
ALICE PORTUGAL,Terrestrial maritime and fluvial tickets,PCdoB,BA,45.0
HERMES PARCIANELLO,Fuels and lubricants,PMDB,PR,186.43
PAULO TEIXEIRA,Maintenance of office supporting parliamentary activity,PT,SP,4405.62
LAURA CARNEIRO,Fuels and lubricants,PMDB,RJ,238.36
PEPE VARGAS,Fuels and lubricants,PT,RS,158.11
HENRIQUE FONTANA,Congressperson meal,PT,RS,32.0
HENRIQUE FONTANA,Congressperson meal,PT,RS,24.5
RENATO MOLLING,Consultancy research and technical work,PP,RS,5000.0
PAULO FEIJÓ,Fuels and lubricants,PR,RJ,175.86
LUIZ FERNANDO FARIA,Fuels and lubricants,PP,MG,230.68
HUGO LEAL,Fuels and lubricants,PSB,RJ,113.06
FLAVIANO MELO,Lodging except for congressperson from Distrito Federal,PMDB,AC,170.0
JÚLIO DELGADO,Fuels and lubricants,PSB,MG,95.01
JÚLIO DELGADO,Fuels and lubricants,PSB,MG,120.09
MARIA DO ROSÁRIO,Taxi toll and parking,PT,RS,10.7
JAIME MARTINS,Fuels and lubricants,PSD,MG,228.91
MARIA DO ROSÁRIO,Taxi toll and parking,PT,RS,10.7
MARIA DO ROSÁRIO,Taxi toll and parking,PT,RS,10.7
LUIZ SÉRGIO,Congressperson meal,PT,RJ,32.31
FLAVIANO MELO,Lodging except for congressperson from Distrito Federal,PMDB,AC,170.0
ROBERTO FREIRE,Congressperson meal,PPS,SP,49.0
HENRIQUE FONTANA,Lodging except for congressperson from Distrito Federal,PT,RS,166.0
PEDRO CHAVES,Fuels and lubricants,PMDB,GO,185.01
HENRIQUE FONTANA,Fuels and lubricants,PT,RS,174.8
HENRIQUE FONTANA,Lodging except for congressperson from Distrito Federal,PT,RS,166.0
HENRIQUE FONTANA,Fuels and lubricants,PT,RS,153.09
PEDRO CHAVES,Fuels and lubricants,PMDB,GO,115.13
LUIS CARLOS HEINZE,Congressperson meal,PP,RS,35.0
GORETE PEREIRA,Telecommunication,PR,CE,501.05
ONYX LORENZONI,Fuels and lubricants,DEM,RS,150.02
ONYX LORENZONI,Fuels and lubricants,DEM,RS,100.0
GERALDO RESENDE,Fuels and lubricants,PSDB,MS,160.4
CHICO D'ANGELO,Maintenance of office supporting parliamentary activity,PT,RJ,138.26
LINCOLN PORTELA,Fuels and lubricants,PRB,MG,99.26
PAULO MALUF,Fuels and lubricants,PP,SP,200.0
PATRUS ANANIAS,Maintenance of office supporting parliamentary activity,PT,MG,18.9
ASSIS DO COUTO,Fuels and lubricants,PDT,PR,174.08
ASSIS DO COUTO,Congressperson meal,PDT,PR,48.0
MARCO MAIA,Fuels and lubricants,PT,RS,50.0
NELSON PELLEGRINO,Fuels and lubricants,PT,BA,124.89
CHICO LOPES,Fuels and lubricants,PCdoB,CE,190.01
CHICO LOPES,Fuels and lubricants,PCdoB,CE,123.83
CHICO LOPES,Fuels and lubricants,PCdoB,CE,155.01
NELSON PELLEGRINO,Fuels and lubricants,PT,BA,40.0
MARIA HELENA,Fuels and lubricants,PSB,RR,4263.0
CLEBER VERDE,Fuels and lubricants,PRB,MA,100.0
NELSON PELLEGRINO,Congressperson meal,PT,BA,11.0
NELSON PELLEGRINO,Taxi toll and parking,PT,BA,55.0
LUIS CARLOS HEINZE,Congressperson meal,PP,RS,4.0
ASSIS DO COUTO,Lodging except for congressperson from Distrito Federal,PDT,PR,103.53
LUCIANO BIVAR,Maintenance of office supporting parliamentary activity,PSL,PE,207.0
LUIS CARLOS HEINZE,Lodging except for congressperson from Distrito Federal,PP,RS,186.55
ASSIS DO COUTO,Lodging except for congressperson from Distrito Federal,PDT,PR,103.58
VICENTINHO,Postal services,PT,SP,27.3
POMPEO DE MATTOS,Congressperson meal,PDT,RS,29.0
LUIS CARLOS HEINZE,Fuels and lubricants,PP,RS,197.98
DÉCIO LIMA,Fuels and lubricants,PT,SC,152.28
DÉCIO LIMA,Fuels and lubricants,PT,SC,152.04
LUIS CARLOS HEINZE,Fuels and lubricants,PP,RS,148.64
DÉCIO LIMA,Congressperson meal,PT,SC,68.1
LUIS CARLOS HEINZE,Fuels and lubricants,PP,RS,209.24
JOSÉ MENTOR,Fuels and lubricants,PT,SP,172.0
OSMAR SERRAGLIO,Congressperson meal,PMDB,PR,23.45
PEDRO CHAVES,Telecommunication,PMDB,GO,530.5
MARIA DO ROSÁRIO,Fuels and lubricants,PT,RS,60.0
SILVIO TORRES,Telecommunication,PSDB,SP,279.02
RAIMUNDO GOMES DE MATOS,Fuels and lubricants,PSDB,CE,200.0
ANDRÉ DE PAULA,Fuels and lubricants,PSD,PE,225.03
FLAVIANO MELO,Lodging except for congressperson from Distrito Federal,PMDB,AC,170.0
GONZAGA PATRIOTA,Congressperson meal,PSB,PE,81.2
NELSON PELLEGRINO,Congressperson meal,PT,BA,51.9
ANTONIO BULHÕES,Congressperson meal,PRB,SP,72.71
OSMAR SERRAGLIO,Fuels and lubricants,PMDB,PR,222.97
NELSON PELLEGRINO,Fuels and lubricants,PT,BA,156.4
NELSON PELLEGRINO,Fuels and lubricants,PT,BA,158.29
HUGO LEAL,Taxi toll and parking,PSB,RJ,7.0
VICENTINHO,Postal services,PT,SP,54.6
CHICO ALENCAR,Fuels and lubricants,PSOL,RJ,220.15
JÚLIO DELGADO,Taxi toll and parking,PSB,MG,5.3
MARIA DO ROSÁRIO,Taxi toll and parking,PT,RS,7.1
POMPEO DE MATTOS,Fuels and lubricants,PDT,RS,150.0
ONYX LORENZONI,Fuels and lubricants,DEM,RS,100.0
PAULO PIMENTA,Publicity of parliamentary activity,PT,RS,5000.0
AFONSO HAMM,Congressperson meal,PP,RS,56.3
AFONSO HAMM,Fuels and lubricants,PP,RS,115.41
CHICO D'ANGELO,Maintenance of office supporting parliamentary activity,PT,RJ,135.04
BILAC PINTO,Lodging except for congressperson from Distrito Federal,PR,MG,560.0
HUGO LEAL,Taxi toll and parking,PSB,RJ,69.0
HUGO LEAL,Taxi toll and parking,PSB,RJ,14.4
LUIS CARLOS HEINZE,Congressperson meal,PP,RS,49.0
JÚLIO DELGADO,Taxi toll and parking,PSB,MG,5.3
JÚLIO DELGADO,Taxi toll and parking,PSB,MG,5.3
CELSO MALDANER,Fuels and lubricants,PMDB,SC,100.0
GORETE PEREIRA,Maintenance of office supporting parliamentary activity,PR,CE,135.46
VICENTINHO,Postal services,PT,SP,26.8
MARIA DO ROSÁRIO,Maintenance of office supporting parliamentary activity,PT,RS,17.0
JAIME MARTINS,Publicity of parliamentary activity,PSD,MG,555.0
BENJAMIN MARANHÃO,Fuels and lubricants,SD,PB,100.0
PAULO PIMENTA,Fuels and lubricants,PT,RS,150.0
BENJAMIN MARANHÃO,Fuels and lubricants,SD,PB,250.0
BENEDITA DA SILVA,Telecommunication,PT,RJ,614.34
JÚLIO DELGADO,Taxi toll and parking,PSB,MG,5.3
DELEY,Fuels and lubricants,PTB,RJ,123.19
DELEY,Fuels and lubricants,PTB,RJ,87.81
CELSO MALDANER,Maintenance of office supporting parliamentary activity,PMDB,SC,97.74
CELSO MALDANER,Fuels and lubricants,PMDB,SC,100.0
FLAVIANO MELO,Lodging except for congressperson from Distrito Federal,PMDB,AC,170.0
EDUARDO BARBOSA,Congressperson meal,PSDB,MG,85.2
OTAVIO LEITE,Fuels and lubricants,PSDB,RJ,221.11
OTAVIO LEITE,Taxi toll and parking,PSDB,RJ,115.1
EDUARDO BARBOSA,Security service provided by specialized company,PSDB,MG,334.65
LAURA CARNEIRO,Maintenance of office supporting parliamentary activity,PMDB,RJ,748.29
MAURO MARIANI,Fuels and lubricants,PMDB,SC,207.11
JEFFERSON CAMPOS,Fuels and lubricants,PSD,SP,4947.63
MAURO MARIANI,Fuels and lubricants,PMDB,SC,183.14
POMPEO DE MATTOS,Fuels and lubricants,PDT,RS,100.0
LAURA CARNEIRO,Maintenance of office supporting parliamentary activity,PMDB,RJ,748.29
JOÃO CARLOS BACELAR,Congressperson meal,PR,BA,16.95
HENRIQUE FONTANA,Terrestrial maritime and fluvial tickets,PT,RS,133.1
LÚCIO VALE,Maintenance of office supporting parliamentary activity,PR,PA,2700.0
LINCOLN PORTELA,Taxi toll and parking,PRB,MG,116.0
HERÁCLITO FORTES,Fuels and lubricants,PSB,PI,199.78
PATRUS ANANIAS,Terrestrial maritime and fluvial tickets,PT,MG,12.25
EDUARDO BARBOSA,Congressperson meal,PSDB,MG,27.0
REGINALDO LOPES,Fuels and lubricants,PT,MG,50.0
MARIA DO ROSÁRIO,Taxi toll and parking,PT,RS,9.29
DELEY,Fuels and lubricants,PTB,RJ,152.32
LEÔNIDAS CRISTINO,Fuels and lubricants,PDT,CE,150.0
JOSÉ OTÁVIO GERMANO,Fuels and lubricants,PP,RS,150.0
EDUARDO BARBOSA,Congressperson meal,PSDB,MG,4.5
EDUARDO BARBOSA,Publicity of parliamentary activity,PSDB,MG,600.0
REGINALDO LOPES,Fuels and lubricants,PT,MG,50.0
JÚLIO DELGADO,Taxi toll and parking,PSB,MG,112.0
LAERTE BESSA,Publicity of parliamentary activity,PR,DF,1000.0
RAIMUNDO GOMES DE MATOS,Fuels and lubricants,PSDB,CE,99.97
PATRUS ANANIAS,Lodging except for congressperson from Distrito Federal,PT,MG,138.95
DAGOBERTO NOGUEIRA,Congressperson meal,PDT,MS,52.73
CELSO JACOB,Congressperson meal,PMDB,RJ,49.5
FLAVIANO MELO,Maintenance of office supporting parliamentary activity,PMDB,AC,173.1
CHICO D'ANGELO,Taxi toll and parking,PT,RJ,20.0
BILAC PINTO,Maintenance of office supporting parliamentary activity,PR,MG,304.12
VANDER LOUBET,Fuels and lubricants,PT,MS,50.0
CHICO D'ANGELO,Fuels and lubricants,PT,RJ,144.99
OTAVIO LEITE,Taxi toll and parking,PSDB,RJ,25.0
DANIEL ALMEIDA,Fuels and lubricants,PCdoB,BA,4433.24
CHICO D'ANGELO,Congressperson meal,PT,RJ,36.4
GILBERTO NASCIMENTO,Consultancy research and technical work,PSC,SP,7000.0
PATRUS ANANIAS,Maintenance of office supporting parliamentary activity,PT,MG,221.48
RAIMUNDO GOMES DE MATOS,Fuels and lubricants,PSDB,CE,197.71
CHICO D'ANGELO,Taxi toll and parking,PT,RJ,50.0
LEONARDO QUINTÃO,Congressperson meal,PMDB,MG,32.73
OTAVIO LEITE,Congressperson meal,PSDB,RJ,70.0
EDUARDO BARBOSA,Publicity of parliamentary activity,PSDB,MG,1200.0
LUIS CARLOS HEINZE,Congressperson meal,PP,RS,26.0
EDUARDO BARBOSA,Fuels and lubricants,PSDB,MG,163.32
GONZAGA PATRIOTA,Congressperson meal,PSB,PE,17.0
CARLOS MANATO,Maintenance of office supporting parliamentary activity,SD,ES,360.04
HENRIQUE FONTANA,Fuels and lubricants,PT,RS,240.43
HENRIQUE FONTANA,Congressperson meal,PT,RS,36.0
FLAVIANO MELO,Maintenance of office supporting parliamentary activity,PMDB,AC,300.0
HENRIQUE FONTANA,Lodging except for congressperson from Distrito Federal,PT,RS,70.0
OSMAR SERRAGLIO,Taxi toll and parking,PMDB,PR,14.2
OTAVIO LEITE,Taxi toll and parking,PSDB,RJ,60.0
CARLOS MANATO,Fuels and lubricants,SD,ES,1880.16
PEPE VARGAS,Fuels and lubricants,PT,RS,98.11
LUIZ COUTO,Fuels and lubricants,PT,PB,173.04
RAIMUNDO GOMES DE MATOS,Fuels and lubricants,PSDB,CE,187.58
OTAVIO LEITE,Taxi toll and parking,PSDB,RJ,18.6
SILVIO TORRES,Congressperson meal,PSDB,SP,60.4
AFONSO HAMM,Maintenance of office supporting parliamentary activity,PP,RS,120.0
LIDERANÇA DO PT,Congressperson meal,,,2800.0
ROBERTO FREIRE,Congressperson meal,PPS,SP,95.22
PEDRO CHAVES,Fuels and lubricants,PMDB,GO,229.97
ROBERTO FREIRE,Maintenance of office supporting parliamentary activity,PPS,SP,524.25
VANDER LOUBET,Fuels and lubricants,PT,MS,186.07
OTAVIO LEITE,Fuels and lubricants,PSDB,RJ,190.54
RENATO MOLLING,Congressperson meal,PP,RS,22.4
CHICO ALENCAR,Congressperson meal,PSOL,RJ,18.15
FELIPE MAIA,Fuels and lubricants,DEM,RN,539.01
ALFREDO KAEFER,Fuels and lubricants,PSL,PR,100.0
MILTON MONTI,Maintenance of office supporting parliamentary activity,PR,SP,996.0
FELIPE MAIA,Congressperson meal,DEM,RN,55.0
OSMAR SERRAGLIO,Maintenance of office supporting parliamentary activity,PMDB,PR,36.0
JOSÉ ROCHA,Fuels and lubricants,PR,BA,206.73
ALICE PORTUGAL,Fuels and lubricants,PCdoB,BA,150.0
LUIZA ERUNDINA,Fuels and lubricants,PSOL,SP,164.24
MARIA DO ROSÁRIO,Taxi toll and parking,PT,RS,8.51
MARIA DO ROSÁRIO,Publicity of parliamentary activity,PT,RS,870.0
AELTON FREITAS,Fuels and lubricants,PR,MG,2819.2
LUIS CARLOS HEINZE,Fuels and lubricants,PP,RS,112.0
RENATO MOLLING,Taxi toll and parking,PP,RS,17.0
DÉCIO LIMA,Fuels and lubricants,PT,SC,100.02
DÉCIO LIMA,Fuels and lubricants,PT,SC,100.03
JOSÉ CARLOS ARAÚJO,Congressperson meal,PR,BA,45.6
ROBERTO BRITTO,Congressperson meal,PP,BA,138.9
CARLOS EDUARDO CADOCA,Congressperson meal,PDT,PE,13.65
CARLOS SOUZA,Fuels and lubricants,PSDB,AM,120.0
NELSON PELLEGRINO,Congressperson meal,PT,BA,12.0
FLAVIANO MELO,Postal services,PMDB,AC,279.3
AFONSO HAMM,Maintenance of office supporting parliamentary activity,PP,RS,183.69
NELSON PELLEGRINO,Fuels and lubricants,PT,BA,150.0
JOSÉ MENTOR,Congressperson meal,PT,SP,74.69
NELSON PELLEGRINO,Fuels and lubricants,PT,BA,80.0
MARCUS VICENTE,Maintenance of office supporting parliamentary activity,PP,ES,3710.0
MARCUS VICENTE,Maintenance of office supporting parliamentary activity,PP,ES,623.05
HUGO LEAL,Fuels and lubricants,PSB,RJ,205.99
PAULO FEIJÓ,Fuels and lubricants,PR,RJ,176.22
CLEBER VERDE,Fuels and lubricants,PRB,MA,85.0
NELSON PELLEGRINO,Maintenance of office supporting parliamentary activity,PT,BA,3289.24
MARINHA RAUPP,Fuels and lubricants,PMDB,RO,200.0
HENRIQUE FONTANA,Publicity of parliamentary activity,PT,RS,2200.0
ASSIS DO COUTO,Fuels and lubricants,PDT,PR,181.46
LOBBE NETO,Congressperson meal,PSDB,SP,17.15
MARIA HELENA,Taxi toll and parking,PSB,RR,40.0
POMPEO DE MATTOS,Taxi toll and parking,PDT,RS,6.5
MARCUS VICENTE,Fuels and lubricants,PP,ES,152.04
MARINHA RAUPP,Fuels and lubricants,PMDB,RO,171.66
ANDRÉ DE PAULA,Maintenance of office supporting parliamentary activity,PSD,PE,5404.4
POMPEO DE MATTOS,Fuels and lubricants,PDT,RS,100.0
PEPE VARGAS,Lodging except for congressperson from Distrito Federal,PT,RS,613.8
LINCOLN PORTELA,Fuels and lubricants,PRB,MG,100.0
OTAVIO LEITE,Congressperson meal,PSDB,RJ,26.4
JÔ MORAES,Fuels and lubricants,PCdoB,MG,5532.14
PEPE VARGAS,Taxi toll and parking,PT,RS,20.0
LINCOLN PORTELA,Fuels and lubricants,PRB,MG,100.0
LUIS CARLOS HEINZE,Congressperson meal,PP,RS,13.3
LUIS CARLOS HEINZE,Publicity of parliamentary activity,PP,RS,800.0
LUIZA ERUNDINA,Fuels and lubricants,PSOL,SP,1123.75
RODRIGO MAIA,Fuels and lubricants,DEM,RJ,220.6
ANTONIO BULHÕES,Congressperson meal,PRB,SP,60.4
ONYX LORENZONI,Congressperson meal,DEM,RS,7.85
ONYX LORENZONI,Congressperson meal,DEM,RS,10.5
ONYX LORENZONI,Congressperson meal,DEM,RS,51.3
CELSO MALDANER,Fuels and lubricants,PMDB,SC,135.04
CELSO MALDANER,Publicity of parliamentary activity,PMDB,SC,2560.0
CELSO MALDANER,Maintenance of office supporting parliamentary activity,PMDB,SC,90.0
CHICO D'ANGELO,Taxi toll and parking,PT,RJ,20.0
CHICO D'ANGELO,Congressperson meal,PT,RJ,29.11
CHICO D'ANGELO,Taxi toll and parking,PT,RJ,22.0
CHICO D'ANGELO,Taxi toll and parking,PT,RJ,32.0
CHICO D'ANGELO,Taxi toll and parking,PT,RJ,26.0
CHICO D'ANGELO,Taxi toll and parking,PT,RJ,28.0
LINCOLN PORTELA,Fuels and lubricants,PRB,MG,40.0
PAULO MAGALHÃES,Fuels and lubricants,PSD,BA,100.0
CLEBER VERDE,Fuels and lubricants,PRB,MA,370.0
NELSON PELLEGRINO,Congressperson meal,PT,BA,49.5
DAGOBERTO NOGUEIRA,Congressperson meal,PDT,MS,14.9
DÉCIO LIMA,Maintenance of office supporting parliamentary activity,PT,SC,40.0
NILSON PINTO,Fuels and lubricants,PSDB,PA,5913.75
DÉCIO LIMA,Fuels and lubricants,PT,SC,165.01
DÉCIO LIMA,Fuels and lubricants,PT,SC,100.01
DÉCIO LIMA,Congressperson meal,PT,SC,42.05
EDUARDO DA FONTE,Fuels and lubricants,PP,PE,206.88
NILSON PINTO,Fuels and lubricants,PSDB,PA,80.0
ANDRÉ DE PAULA,Congressperson meal,PSD,PE,87.0
LUIZ SÉRGIO,Congressperson meal,PT,RJ,17.15
CARLOS EDUARDO CADOCA,Congressperson meal,PDT,PE,69.56
MARIA DO ROSÁRIO,Fuels and lubricants,PT,RS,80.0
LUIZ SÉRGIO,Postal services,PT,RJ,58.75
LUIZA ERUNDINA,Telecommunication,PSOL,SP,740.94
CARLOS EDUARDO CADOCA,Fuels and lubricants,PDT,PE,50.0
POMPEO DE MATTOS,Congressperson meal,PDT,RS,23.0
FLAVIANO MELO,Postal services,PMDB,AC,69.7
FLAVIANO MELO,Fuels and lubricants,PMDB,AC,5994.91
HUGO LEAL,Fuels and lubricants,PSB,RJ,162.89
HUGO LEAL,Fuels and lubricants,PSB,RJ,183.02
HUGO LEAL,Maintenance of office supporting parliamentary activity,PSB,RJ,329.35
HUGO LEAL,Postal services,PSB,RJ,26.8
HUGO LEAL,Taxi toll and parking,PSB,RJ,7.0
JÔ MORAES,Consultancy research and technical work,PCdoB,MG,14400.0
JÔ MORAES,Postal services,PCdoB,MG,26.8
JOÃO CARLOS BACELAR,Fuels and lubricants,PR,BA,243.41
JOÃO CARLOS BACELAR,Congressperson meal,PR,BA,104.43
MILTON MONTI,Fuels and lubricants,PR,SP,100.0
PEDRO FERNANDES,Consultancy research and technical work,PTB,MA,25000.0
PATRUS ANANIAS,Lodging except for congressperson from Distrito Federal,PT,MG,229.95
LÁZARO BOTELHO,Publicity of parliamentary activity,PP,TO,39900.0
PATRUS ANANIAS,Lodging except for congressperson from Distrito Federal,PT,MG,208.95
PATRUS ANANIAS,Postal services,PT,MG,21.15
BENEDITA DA SILVA,Fuels and lubricants,PT,RJ,197.76
BENEDITA DA SILVA,Taxi toll and parking,PT,RJ,20.0
BENEDITA DA SILVA,Taxi toll and parking,PT,RJ,20.0
MARCOS MONTES,Fuels and lubricants,PSD,MG,3014.49
OTAVIO LEITE,Taxi toll and parking,PSDB,RJ,40.0
OTAVIO LEITE,Taxi toll and parking,PSDB,RJ,25.0
OTAVIO LEITE,Taxi toll and parking,PSDB,RJ,10.0
OTAVIO LEITE,Taxi toll and parking,PSDB,RJ,10.0
OTAVIO LEITE,Congressperson meal,PSDB,RJ,33.15
PEPE VARGAS,Security service provided by specialized company,PT,RS,218.0
RENATO MOLLING,Congressperson meal,PP,RS,39.54
RENATO MOLLING,Congressperson meal,PP,RS,49.5
RENATO MOLLING,Congressperson meal,PP,RS,18.45
RICARDO TRIPOLI,Telecommunication,PSDB,SP,146.44
RICARDO TRIPOLI,Telecommunication,PSDB,SP,146.44
ROBERTO BRITTO,Congressperson meal,PP,BA,154.99
LIDERANÇA DO PT,Congressperson meal,,,2300.0
SILVIO TORRES,Congressperson meal,PSDB,SP,115.0
SILVIO TORRES,Fuels and lubricants,PSDB,SP,108.01
ROBERTO FREIRE,Fuels and lubricants,PPS,SP,148.28
HENRIQUE FONTANA,Lodging except for congressperson from Distrito Federal,PT,RS,120.0
PAULO MALUF,Fuels and lubricants,PP,SP,200.03
ASSIS DO COUTO,Taxi toll and parking,PDT,PR,18.0
PEPE VARGAS,Fuels and lubricants,PT,RS,131.27
VANDER LOUBET,Fuels and lubricants,PT,MS,60.0
ROBERTO FREIRE,Congressperson meal,PPS,SP,60.4
LOBBE NETO,Congressperson meal,PSDB,SP,17.4
LUIZA ERUNDINA,Telecommunication,PSOL,SP,264.97
LUIZA ERUNDINA,Telecommunication,PSOL,SP,467.49
DÉCIO LIMA,Congressperson meal,PT,SC,70.2
JÚLIO CESAR,Publication subscriptions,PSD,PI,480.0
JOSÉ ROCHA,Fuels and lubricants,PR,BA,100.0
JAIME MARTINS,Postal services,PSD,MG,38.8
HERÁCLITO FORTES,Flight tickets,PSB,PI,1314.93
DELEY,Fuels and lubricants,PTB,RJ,169.5
ELCIONE BARBALHO,Congressperson meal,PMDB,PA,56.14
ELCIONE BARBALHO,Congressperson meal,PMDB,PA,36.33
EDUARDO BARBOSA,Maintenance of office supporting parliamentary activity,PSDB,MG,72.32
EDUARDO BARBOSA,Congressperson meal,PSDB,MG,18.8
EDUARDO BARBOSA,Publicity of parliamentary activity,PSDB,MG,1000.0
EDUARDO BARBOSA,Congressperson meal,PSDB,MG,20.4
EDUARDO BARBOSA,Congressperson meal,PSDB,MG,10.3
EDUARDO BARBOSA,Fuels and lubricants,PSDB,MG,173.38
NILSON PINTO,Flight tickets,PSDB,PA,956.58
JOSÉ CARLOS ARAÚJO,Fuels and lubricants,PR,BA,171.49
MARIA DO ROSÁRIO,Maintenance of office supporting parliamentary activity,PT,RS,36.4
MARIA HELENA,Fuels and lubricants,PSB,RR,177.85
LEONARDO QUINTÃO,Congressperson meal,PMDB,MG,5.0
LEONARDO QUINTÃO,Congressperson meal,PMDB,MG,31.75
LEONARDO QUINTÃO,Maintenance of office supporting parliamentary activity,PMDB,MG,540.0
MAURO MARIANI,Congressperson meal,PMDB,SC,62.25
LUIZA ERUNDINA,Telecommunication,PSOL,SP,249.98
DILCEU SPERAFICO,Congressperson meal,PP,PR,49.9
ASSIS DO COUTO,Taxi toll and parking,PDT,PR,20.0
MARIA DO ROSÁRIO,Publicity of parliamentary activity,PT,RS,4960.0
JOSÉ MENTOR,Taxi toll and parking,PT,SP,19.0
POMPEO DE MATTOS,Fuels and lubricants,PDT,RS,100.0
GONZAGA PATRIOTA,Fuels and lubricants,PSB,PE,226.57
JOSÉ MENTOR,Congressperson meal,PT,SP,44.8
ANDRÉ DE PAULA,Congressperson meal,PSD,PE,86.8
JOSÉ CARLOS ARAÚJO,Telecommunication,PR,BA,116.48
JOSÉ CARLOS ARAÚJO,Congressperson meal,PR,BA,26.15
JOSÉ CARLOS ARAÚJO,Congressperson meal,PR,BA,19.35
ASSIS DO COUTO,Congressperson meal,PDT,PR,18.8
GILBERTO NASCIMENTO,Fuels and lubricants,PSC,SP,2931.72
HENRIQUE FONTANA,Fuels and lubricants,PT,RS,215.5
TAKAYAMA,Congressperson meal,PSC,PR,3.15
ALICE PORTUGAL,Telecommunication,PCdoB,BA,637.33
PAULO PIMENTA,Fuels and lubricants,PT,RS,150.0
GORETE PEREIRA,Publicity of parliamentary activity,PR,CE,1000.0
GORETE PEREIRA,Publicity of parliamentary activity,PR,CE,2500.0
GORETE PEREIRA,Publicity of parliamentary activity,PR,CE,2500.0
MARCO MAIA,Telecommunication,PT,RS,469.99
HENRIQUE FONTANA,Taxi toll and parking,PT,RS,7.0
NELSON PELLEGRINO,Fuels and lubricants,PT,BA,50.0
JULIO LOPES,Publicity of parliamentary activity,PP,RJ,3620.0
MARIA HELENA,Congressperson meal,PSB,RR,119.9
CHICO D'ANGELO,Taxi toll and parking,PT,RJ,28.0
PEPE VARGAS,Maintenance of office supporting parliamentary activity,PT,RS,26.86
MARIA HELENA,Maintenance of office supporting parliamentary activity,PSB,RR,2500.0
AELTON FREITAS,Fuels and lubricants,PR,MG,2222.82
LÁZARO BOTELHO,Fuels and lubricants,PP,TO,6000.94
OTAVIO LEITE,Fuels and lubricants,PSDB,RJ,212.29
ONYX LORENZONI,Congressperson meal,DEM,RS,65.4
CHICO ALENCAR,Congressperson meal,PSOL,RJ,13.8
BENEDITA DA SILVA,Maintenance of office supporting parliamentary activity,PT,RJ,789.0
MARCOS MONTES,Telecommunication,PSD,MG,204.76
OSMAR SERRAGLIO,Maintenance of office supporting parliamentary activity,PMDB,PR,148.5
OTAVIO LEITE,Congressperson meal,PSDB,RJ,127.2
JAIME MARTINS,Fuels and lubricants,PSD,MG,200.0
JOSÉ PRIANTE,Fuels and lubricants,PMDB,PA,50.0
LEÔNIDAS CRISTINO,Fuels and lubricants,PDT,CE,126.0
SILVIO TORRES,Congressperson meal,PSDB,SP,42.24
PAULO TEIXEIRA,Telecommunication,PT,SP,387.64
